"","long","lat","city"
"609","-73.8648268","40.8447819",NA
"610","-73.8648268","40.8447819",NA
"611","-73.8648268","40.8447819",NA
"612","-73.8648268","40.8447819",NA
"613","-73.8648268","40.8447819",NA
"614","-119.8138027","39.5296329",NA
"615","-73.8648268","40.8447819",NA
"616","-73.8648268","40.8447819",NA
"617","-73.8648268","40.8447819",NA
"618","-119.8138027","39.5296329",NA
"619","-73.8648268","40.8447819",NA
"620","-73.8648268","40.8447819",NA
"621","-86.5861037","34.7303688",NA
"622","-73.8648268","40.8447819",NA
"623","-91.1403196","30.4582829",NA
"624","-71.4547891","42.9956397",NA
"625","-73.8648268","40.8447819",NA
"626","-73.8648268","40.8447819",NA
"627","-74.1562551","40.7464901",NA
"628","-71.4547891","42.9956397",NA
"629","-73.8648268","40.8447819",NA
"630","-73.8648268","40.8447819",NA
"631","-73.8648268","40.8447819",NA
"632","-73.8648268","40.8447819",NA
"633","-91.1403196","30.4582829",NA
"634","-73.8648268","40.8447819",NA
"635","-73.8648268","40.8447819",NA
"636","-121.530234","38.5804609",NA
"637","-78.7811169","35.79154",NA
"638","-86.5861037","34.7303688",NA
"639","-97.3307658","32.7554883",NA
"640","-73.8648268","40.8447819",NA
"641","-73.8648268","40.8447819",NA
"642","-73.8648268","40.8447819",NA
"643","-79.7625625","34.1954331",NA
"644","-122.0310733","37.9779776",NA
"645","-80.1494901","26.0112014",NA
"646","-82.5187629","37.4792672",NA
"647","-117.2897652","34.1083449",NA
"648","-117.1483648","33.4936391",NA
"649","-89.5889864","40.6936488",NA
"650","-87.2169149","30.421309",NA
"651","-91.1403196","30.4582829",NA
"652","-94.8835754","39.059726",NA
"653","-83.9508068","43.4194699",NA
"654","-92.1004852","46.7866719",NA
"655","-75.4901833","40.6084305",NA
"656","-75.3076883","39.957902",NA
"657","-77.026088","38.9906657",NA
"658","-85.1393513","41.079273",NA
"659","-112.3576567","33.4353394",NA
"660","-87.2169149","30.421309",NA
"661","-73.8648268","40.8447819",NA
"662","-87.2169149","30.421309",NA
